lon,lat,name,fix,mov,obs_ve,obs_vn,obs_ee,obs_en,pred_ve,pred_vn,cen,resid_e,resid_n
-72.326,18.234,MARI,igs08,car,8.664,6.264,1.42,1.32,9.144,10.372,0.0,-0.48,-4.108
-73.92,18.082,PSLT,igs08,car,7.474,8.848,1.26,1.15,9.131,9.768,0.0,-1.657,-0.92
-71.675,17.904,ROJO,igs08,car,8.245,11.186,0.87,0.83,9.328,10.618,0.0,-1.083,0.568
-72.312,18.488,THOM,igs08,car,5.963,7.064,1.42,1.35,9.029,10.376,0.0,-3.066,-3.312
-72.655,18.367,TROU,igs08,car,7.574,6.433,1.01,0.99,9.066,10.247,0.0,-1.492,-3.814
-81.729,12.524,SANA,igs08,car,12.005,6.588,0.89,0.545,11.543,6.936,0.0,0.462,-0.348
-63.618,15.667,AVES,igs08,car,12.388,13.734,2.1,0.9,10.766,13.527,0.0,1.622,0.207
-81.729,12.524,SANA,igs08,car,13.17,6.721,1.2,0.9,11.543,6.936,0.0,1.627,-0.215
-81.716,12.58,SAN0,igs08,car,13.041,7.455,0.576,0.509,11.514,6.933,0.0,1.527,0.522
-84.869,10.854,VERA,igs08,car,14.049,12.117,0.862,0.835,11.949,6.598,0.0,2.1,5.519
-81.7007307583,12.5863464166,AND5,igs08,car,11.995,6.983,1.169,1.296,11.511,6.939,0.0,0.484,0.044
-84.7092026171,10.4371895081,AROL,igs08,car,14.347,15.847,1.0,1.144,11.449,9.528,0.0,2.898,6.319
-71.6740681176,17.903373656,CN08,igs08,car,8.824,10.559,0.471,0.407,9.329,10.619,0.0,-0.505,-0.06
-75.9705524659,17.415190903,CN10,igs08,car,8.667,8.407,0.327,0.353,9.348,8.987,0.0,-0.681,-0.58
-77.7841175106,17.0211801387,CN11,igs08,car,9.04,8.055,0.263,0.252,9.459,8.284,0.0,-0.419,-0.229
-83.3746374769,14.0487968644,CN29,igs08,car,10.482,7.132,0.422,0.397,10.696,6.077,0.0,-0.214,1.055
-83.7720484163,11.99355145,CN30,igs08,car,11.59,6.969,0.68,0.655,11.766,6.174,0.0,-0.176,0.795
-81.3629205279,13.3754953385,CN35,igs08,car,10.731,6.529,0.458,0.39,11.105,6.998,0.0,-0.374,-0.469
-63.6182606676,15.6671880167,CN49,igs08,car,10.658,13.745,0.799,0.735,10.765,13.527,0.0,-0.107,0.218
-72.8654204104,18.4280822945,GOAV,igs08,car,6.964,14.569,1.209,1.591,9.027,10.167,0.0,-2.063,4.402
-72.5384064246,18.2350476294,JME2,igs08,car,7.178,8.635,0.257,0.356,9.132,10.292,0.0,-1.954,-1.657
-72.5363290229,18.234708582,JMEL,igs08,car,4.293,10.567,0.636,0.496,9.133,10.293,0.0,-4.84,0.274
-73.7537793809,18.1876246866,LCAY,igs08,car,6.914,10.89,0.442,0.437,9.091,9.831,0.0,-2.177,1.059
-84.7136938117,10.4900791177,LOLA,igs08,car,18.318,9.612,1.082,2.123,11.624,8.762,0.0,6.694,0.85
-62.1532095152,16.7039037307,RCHY,igs08,car,12.324,13.528,0.426,0.31,10.444,14.044,0.0,1.88,-0.516
-83.9226441802,10.3172851502,RIFO,igs08,car,8.192,7.11,1.35,2.432,14.36,8.645,0.0,-6.168,-1.535
-81.715721996,12.5804503773,SAN0,igs08,car,12.473,7.324,0.263,0.247,11.513,6.933,0.0,0.96,0.391
-84.8690410796,10.8536184051,VERA,igs08,car,13.489,9.965,0.422,0.778,11.949,6.599,0.0,1.54,3.366
-63.6183,15.667,AVES,igs08,car,10.9,13.9,2.4,1.3,10.766,13.527,0.0,0.134,0.373
-79.846,15.7956,CAYS,igs08,car,9.8,6.4,1.3,1.0,9.965,7.495,0.0,-0.165,-1.095
-83.382,14.0421,PUEC,igs08,car,10.8,6.1,2.0,1.1,10.699,6.074,0.0,0.101,0.026
-81.7157,12.5805,SAN0,igs08,car,12.4,6.9,0.3,0.3,11.513,6.933,0.0,0.887,-0.033
-81.7294,12.5238,SANA,igs08,car,12.8,7.6,0.6,0.5,11.544,6.935,0.0,1.256,0.665
-84.106,9.999,ETCG,igs08,cca016,13.085,18.007,1.0,1.0,13.765,17.846,0.0,-0.68,0.161
-84.106,9.999,ETCG,igs08,cca016,12.668,12.517,2.2,1.1,13.765,17.846,0.0,-1.097,-5.329
-84.11,10.0,OVSI,igs08,cca016,19.268,11.617,2.5,2.0,13.77,17.909,0.0,5.498,-6.292
-83.898,9.967,IRZU,igs08,cca016,11.6,14.666,1.553,1.334,12.827,11.442,0.0,-1.227,3.224
-84.1179172874,9.9388492244,AACR,igs08,cca016,11.838,16.443,0.695,0.551,13.936,18.468,0.0,-2.098,-2.025
-84.1250174024,9.9508776494,CRCC,igs08,cca016,14.817,20.215,0.622,0.775,13.892,18.364,0.0,0.925,1.851
-84.1250194408,9.9508902031,CRLP,igs08,cca016,13.395,16.437,1.521,1.353,13.892,18.364,0.0,-0.497,-1.927
-84.1058967792,9.9994828807,ETCG,igs08,cca016,13.182,18.289,0.451,0.518,13.766,17.845,0.0,-0.584,0.444
-84.1113094445,10.0018423609,OVSI,igs08,cca016,14.541,19.125,1.079,2.648,13.775,17.931,0.0,0.766,1.194
-84.0519603701,9.9361821627,UCRI,igs08,cca016,13.681,15.778,0.785,0.791,13.175,16.413,0.0,0.506,-0.635
-83.094,9.987,MOIN,igs08,cca017,13.548,3.796,1.711,1.569,15.437,10.34,0.0,-1.889,-6.544
-83.026,9.965,LIMO,igs08,cca017,21.521,9.372,1.0,1.0,15.876,10.548,0.0,5.645,-1.176
